neighbourhood_cleansed,number_of_hosts,number_of_reviews
Moabit West,"[  1039350   1156924   1275576   1275795    671536   2619552   2820919
   4654092   4985511   1629448   3753844   5213523   7345803  10047695
    160191  10962834  12533087    994927  14460564  15885094   7568662
  20885834   6267519  20715296  21636651  22718498  22930494  21145522
   9725358  24743374  13645795  26105649  23106882  27150766   9748365
  13294160  28647879  29368634  29502351  13018164  20025390  25090881
  31980951  32660109  22756527  23307532  34921895   4863332  35764805
  36030445  29278000   3012998  37913791  22379785  39230948  39332038
   3681108  20265270  24928081  41398115  41848444  30703119  44122116
  44149259  43525474  43716656  44939935  45386071  30534891  19037047
  19488687   3003519  49563005  56366659  26745065  61256621  20971264
  61980341  64272042  62503501   5125650  66375991   2570291  72451755
  73713144  75559255    531005  12422709  76683934  48494867   8492684
  16825237  67024403  73706066  76512699  88135942  95557689  21052610
  34631971 103663237  67792255 104328119  38936151  59233319   8562096
  33836949 118541510 120512570  87780272 105197019  63873726 123908109
  69916445  22572745  80728051 127391482 132294358  60804383 133200232
 131759611  25926578 102911074  14401197  34212299  54313999  26838383
 121510735  97743702  45342773   3087613  80511759 144775899 144071533
  85033900  20532617  59859060 144985319  26968079 141121715 106578060
  88618928  32616414 148327306 152038394  24707832  72440118  16037362
   7297221  12613867  51197882   5141022 101867277   3654652  24912062
  50737554  48117755 161409294  65993582  13037327 165605158 167933970
   7040480  34468522  62245695    485838  62523702 179131157    762672
 154300188  11333583   7083302  17827855   3124221 197188619 200369628
 201775943  94849507 163404075 215012414  10497424 119494934 218761980
  11209321  20928021 225527178  61271001 226065063 230001236 228893524
 101730283  52747435 234393112  47641026  40888163 148359251  27538934
  95129226 247444610  76875613 250434615 249095771 125813507 177977343
  56349256 254121955 256605450   8319473 255958728  48584829  68815733
  81826394 284287748   2455803  65888346  40589682 109200340  38551977
  14514996 299662075 302850789  22742836 258780613  44866580   7662733
 290262401 105709794  20837954 167652613   8873553 152414341  23653243
 266965003 341282198  22230091 250756570   5162764 198463177 165653177
   8489094 356881506 111276639 202307531 344846389 127528698  57881607
 127107285  84862652 165949637 100690085   4280693 123464985  41233712
 371892297 207475344 364229339 188553620   8180976 305840820 290302274
   1974112  80876529   2425660 194135933 104387387  58503186 220021377
 383315007  31729844  63913360 416421850  54378033 416514669  59053199
 425354963  20735913 340007871  53900915 445174812 342119665 436889844
 448947145  21043706 450272679   5545069 248719807 243172625 462894781
 352312079   1759079 172232819 448372072 114810410 469861947 473110713]",11489
MÃ¼ggelheim,"[ 23403660 124871606 141539959 125364242 231054516 238029336 361784191
  16171641 146068168 102402109 243951375  23445430 155626042  16671194
 310814862  89818386]",410
Neu Lichtenberg,"[  7280945  11209321  11836614  13540992  16661180  18438375  17952252
  22231999   3279823  11834974  28801423  30852763  32266593  12818037
  36118047   2660871  38145829  37413333  41854215   6209920  10709982
  50758515   4374787  40660291  22945429  41288219  10668966  64749230
  49469944  81075540  29447273   2293972  40881447  29314042  89102163
  39968314  49810575 117267021  33062083 116996523  27952946  54963541
  11622691 142577838  39911811  34652185  67093140   1882301 104903085
  19819170   1845374 155080787 154852945 105844078  20549586  17434221
  69514536 175239213  16651316 180959066 183248794   8105038   6147334
  19977892  15107543 206827879   4311528 202779274  86873653  23851163
  98539652   4866157 216089548  63600981  46580167 223290400  31265491
 234077728    972575  43585547   7393812 252831202  75943990  38756695
 234312359  83885648  37715031  52008137 258536638   6987001  21691428
   3010286   6841077 262209501 287601089   1810572 288145319 312494526
  61830542 178968268 314993613   8505520 324033341 151405010  57245428
  74639052 117662682 119907126 128854272  64327694   6522168 154840825
  33083930 177712632 417375551  10296843 136073113 236287728  86261345
   6861398  29728438 220422874   5069333 468462151 462506961]",2931
Neu-HohenschÃ¶nhausen Nord,[ 32854189 105981434],0
Neu-HohenschÃ¶nhausen SÃ¼d,[ 63358531 213518028  86473761 431239223  93826962  69461871 354080357],150
Neue KantstraÃe,"[   864399    882801    264072   1219893   2690936   3070856   2331641
   5336702   6485008   7180371   6923376   9772617   4764276  20001289
  20676946  22597677   2228341   2041054  33971648  34808186   8389840
  39924277  40212664  42341081  21857190   6318748  48658819  55909474
  56075624  63838688   3989235  74750315  75890451  86484113  34708804
  44376435  42398354 114279319   1656834 152843202 155105708 155140624
 161217007 107225679  53007190 165343699 170805616 185914276 183268840
  62085351  34106903 111535696 222154123   5622436  32750290 167881332
 267562621   7431620 276276652  57655540 142017908  63565718 109153397
 296731569 104998917 107063888 205336371  14959174 174725147  35545913
 335783290 122735722 339886038 357179290  90700581  19782920   9576430
 339625555  52638602 393263341  34470341 373378168 427918763 218737759
   8489171  27424370  32215447  10627013 290992825  15606243 456079389
 364229339 257800248]",3609
NeukÃ¶llner Mitte/Zentrum,"[  1654885   2617508   3183826   3614003   3305339   7049784   7216928
   7585649  10427437   9590090  10998475  10506886  11145304  12962618
   2179135  13599628  12822342  17646109   8040197  18004895   5411147
  19062786  19502457  20800224   9894199   3331993   7278838   6831093
  20618897   1019199   4727191  21742505    368264   4856060   4909625
  24489481  24721780  21692849  21655427  23495932  24820271  15131628
  24262329  10559337  26836482  27524079  17807206  27155740  27962053
  29553328  17316628  12686405  15537950   2456935  32503335   3930361
  32809462  22558527  33552242  33212040  35208173  35493372  24926087
  25835088  35123699  25106255  39830360   1641697  39998058  41009856
   7347235   4520878  41471832  25615529  36439690  42058077  42374921
   9980082  37885809  10078454  44349864  41757235   9506341  43868228
  45209606  44735331   2889662  44848794  11844012  46303349  45591521
  46474213   8155074  47255295  29054247   1659928  47478452   5867999
  48919884    102461    246313  48477297  37806972  11929380   3659182
   4084976  50728537  50032593  50792170   7825880  21485091  46401301
  37870046  50822759  51671248  39585755   6997446  12139265  24497738
  60519457  10659693  16994329  60125887  25747901   8147864  18194821
  64327578  30157770  40021867  66074539  30226515    133204  34361673
  74329216  74632259  23339102  15230804   4709188  75612546  67755967
   3669572  10629836  25127275  86551352  13802829  58670355   6666365
  24536724  86528339  88638098  72257765  14784492  82218136  94917773
  25135853   1706643   3887575   7134487  77781707  91794348 102694395
  45424106 106028828 102081272   4210771  21345177  94610884  64734335
   4097958   2968551    158127  20793074  14222309  24847457   7538799
  92398341  59518142  12717917   7591391   3596753   9194512 120685899
  49843827 122000716  85248607 122355992   5223420   9131465  13494841
  47469652  64609445   8792609  93440234   4370180   5691997 130269798
  21639767 119270089   5921654  51049470  75762814 126299608  24179272
 135719373   7643592 137947688 139054697  50822706  39234166  40518674
  55739926   5950775  10359560  44199038  77203278 145122277  39960409
  21346093   9206287 147349597  51744892 147900315  18723728   2388497
 132018082 150617696  30117622  64843165 151694237 111946818   9404220
   2043747  23100308  32740075  62088260  42907773 157018638   8667892
 103952529  37211535 161285882   4931186 162051955  25546320   7446057
 118057190  47337300  19894602  90589137 171811733 171399240 172630815
 169541670  29157243   7318498  35612256  33423679  90223901   4594337
 110020198  39820114 180824064  38310343  10511262 183938400  17301086
 187700760  61509100  24181572  14256924   2899753 124449604 193243349
 187676894  17990356 189155455 111384487  14197566 198787263  25314536
  20927865  58015813  14195199   5412869  26808045   2368319  80861096
  41936957 157031211  10081132 223195205 221610108 172027240 215637225
 227774469  15300959 192221262 104943470 231768189   7689466 232917231
  42120559  13217875 241745713  32976710  37493694  26228906  21447105
  20412441 140000073  49265426    818418  12899051 258173951 258197723
  27902189 260167740 262271694  22651496 171962332  30347742  82912243
   3065343    896910  10401881 117488934   8791314   9801976  31591588
 276573275  20562843  19892770 110940181  56991364 204761289 276606615
 286813592 269730595  30957235 289772003  17004360  32885341 294224767
    204484  21259582  16920760  95748446 306441098 306565246  94323384
 146292657   2423614  55922747 298353944  17913728 315863660  99725666
 132262366 318304433   7283426   3725219  15547994  63578281   8735728
  13879359 254273419 222039980 111371574 341677819 333981476   4011048
  55499527  19892144  18993780  24000322  22922263 363810300  52682609
   1285720  15291071 378228344 387591376  67582543 365274279   3833963
   5543568  41171820  46070872    254200  22981991   2844876  10251129
  27256532  11367258   3438248  55100686 412697678 193820230   5920358
 415402360 372402221  28132526  50360863  58517796  37126067   7977414
  27952946 123603600 229565570   8103468 241278252 437796505 440014386
 441571226 182558424  92250257 451938507    882944  35322408  64334990
 373246223 466742553  61347689 177477644  16052482 296678468 149124931
  90647795  21949890  19791001 476862947 349880781 181280778 464028558]",8933
NiederschÃ¶neweide,"[ 55015962  93826873 138694757 107010832   3585384    581300  17547263
   5874663  51799088 141383674  40395803  59043399  20846210  88243579
  26836482 124388495 177712632 386848467 440775092 473914651 344624951
 165465863 464941864]",371
Nord 1,"[  5358103   5109792  11036645  60897763  35275726  32517401  99481124
  10966876  12950365  85457298 192286210   2354578  55674119 279359730
   5254638 248866253  37396912   7722245 222154123   6901954 435607744
 442740891 461010685 253049625 158154083 478947786   1228735 419599200
 265107110 352292492 420932797 465066605 420059887 286319058  81932824
 289149211  93771797  51646421 255593738]",1164
Nord 2,"[  1262962   8646951  59724629  18046938  42696213   4682147 108005660
 287852088 195553985   3482823   9084739 373378168 458279013 470700105
 440682735  16324044]",761
OberschÃ¶neweide,"[ 16630735  57226171  71613847  70812796  33144827 106832609 127881146
  63847294  64328126 152068633  77561751  43016864   1157727 210124695
  37813808  13284476 244058292   4475104  87559796  35756433 120375787
 177712632 127266978 422838717 433408007 411434394  79059328 469763990]",304
Osloer StraÃe,"[  1289581   6692089   5328939  13052351  16271978   2404600  22890596
  23564593  29306010  31729537  34685881  17863971  38148105  38636780
  40356727  17721997  41298886  41691310  12690712   7047051  42814731
  44108226  19320858  46778937  21106735   3400116  22427584  48311536
   1198821  49771951  49886297  50832967  51592203  33821824  29083816
  33129900  58127486  57021007  48503637   8323122  65126875  67937729
  66764206  67038038  71652298  46448446  32566727  16003008   3189649
  40060996 109867109   2551573  52613128 311128821   2780705  52201553
  14515311  39956410 129850465  42614185  31136584 138342508  27372962
  31024730  24373865  39533665  10830211   8257566  54399385  20396767
  51819353  72431890  41812675  64732992  73502259 143939464 123547522
  50653519  13486881 156580537  27890784  67060786 124361168 110422937
 166622859  39942125  27952946  34692810 171988699 171592903 174047870
 172776577 177166073   2509903 170741752  11550599  33027613 135491185
 191830563 173938351  84251083  62884180 188475656  18190953  39226583
  51843704 210286210 208849155  11209321  30298984 222021604 131964045
  40097900  13270626  31059920  30359400 147264254  21146242 253228683
 253489630 101367176  40205655  31413794  29582189 257730416 268075764
 270713464 270932564  79251441  48974587 114023459  37928140  22727323
 160397411  42005910  53158363 147733977   8815437  65464380 107688957
  45903314   7683430   6268762  18241865 304244842 124836257  60398146
  43757428  82444389  20297650  17677975 264435948 319972977 323883391
 298161984 178784913 219276021 343053372  14427855  34631133 150662672
  24849121  30656497  82641963 373128368  43325004 380080351 134865511
 342927830  88550306 159890884 146267347 356106635 325653886  55309343
 149376247 110817261 431550058 252048694  86996646  27043091 311166950
  16526913   4097958  35978467 469844023 204610102 473290028   2330167]",2734
Ost 1,"[   915430   6363325   1316194  37549029  39602869  74550374  71442210
  26666426  70148130 104479468  99343137 145299147 147365723 177617514
     73158 181955613  66561719   5073652 247978374 251070303 105318604
  76845903 252048694 330484340  31327990  61659173 215224028 366684813
  15272715 356598038  95914513  98655723 128087803  51050498 473290028]",849
Ost 2,"[   843558   7035736  25413382  52747435  42111980   7133966 124611709
    213446 144225005  29788542  23075067     73158 171273844  48273473
 247180286  19889715 263757282 275339948  77509397  57113592 302305154
 280113413 343362459 373597013  73161620 439236473 423720468]",1247
OstpreuÃendamm,"[ 14585353   4014665   9925400  73788927  36013622  87331100  37663921
 164771882   1509514    826078 263458414 254616079  10604367 126858271
  55519959  90249792 313552363 128743901 412252295  71595442 132182217
  30220683 354594790  37604736  44904710]",478
Otto-Suhr-Allee,"[   156897   1311309    976581   4054170   5433918   6051493   6839883
   3256022   6782131   8950990  12982062  21087298  20558626  19567680
  32956641  34936294  34716896   2587611   1275576  52747435  15111586
  22036650  61253363  52296044  85872649   1247962 101017638  13741595
  43771825 107278806  14576607 124517516  41144716 113251886  48324223
 139266357  22219389 144225725 142090954 119278956  33821824 162999084
 166146439 171343957 141099389 157245700  23211273 196986485 116812394
 171550103   6983472 108854791 113215550   6815251  51251225 220188192
  64166708 225032154 225277104 228560577 437682104   8919804  56440069
 244311758  48462085 257726398 264312475  53195002  12898189 270511754
 275257887 280853797 224691394  39804571 288870581 115946665   3003519
  99389411 108025548  89979907 310655522  68110812  66009357   7375639
 299338718 312172749  20838630  24828170 162068327 342119665 378113606
  94144366 188371179 202728548 400105737  73682247 215027759  14850533
 417662660  70192367 198110578 421701907 273574156 446897757 186634753
 138202246 178363158 177712632 459688960 248198967 447741365 448978706
 159086267 467949943 472181870 472746923 459436266 417319294  82127706]",5173
Pankow SÃ¼d,"[   929861    939230    399745   5937787    396915   7493737  10165374
   9825857   8514732  14262973  16122709  17141692  17291604  17863336
  18034246  20145014  21871253  22767895  23363890  25709605  32072532
   8932859  11176587  38107777  38131292  38048884   7995143  41984328
  41642408  43062433  15433876  46130963  21242517   6203269  51501207
  21794825  35977889   3492270  51845971  64265667  64999998  41083910
  41841666 105786622  12533087 114419247 113521135  65271566  55965188
 131732018 133561665   8064427 135108541 138932926 138374469  25806170
 142370812  38579385  73018934 142873524  62303873 136790649 151987301
  30405485  62217423  65325630 159874506 163065208  22047445 163176327
  34750962  51446835 170587432  16556825 143039462 100326806  75787504
   7851769   1040171  16281822 197227115  37675462 213967353  10378342
  24434325 238904827 202747425 252128965 257183289  21764736   7025570
  49322490  26333790 213221785 246182817 274427243 130377178  56868136
 264491936  33276608 152172293  71523227 333116165  11264329 321434962
  47561096 182658486   8935593  33716387   4295934 119880786  57793884
   1275359 190096971 209022275 139678157 425274576 102375362   2781868
 432860199  22163730  57218369  45787960 264388037  41642714   6683458
 468482061 202819614 437821633]",2539
Pankow Zentrum,"[   857327   4321672  17837116  11645832  21956446   5782835  24651001
  28672112  28727915  33474420  38018312  40057741  41261503  41900053
   2313349  43771657  47888163   8146714  32050103  20028460  26176881
  31320073  86661615  55580816  97721701  28012614 100152836 104900952
 106468934  76397578  12123867 110957111  31447168 122844871  17749407
   6742172   7321244  23222841 137692311 139284593 143758834   1920049
 138199921 177093394  18132313 160057066  73691876   5020936 145329160
 157661456   9480633  79002334 215519704  10255108  12598814  23667602
  18184224   3895991 264670551 267778385 268964781 280873805  55673009
   7427469 334258862   4678991 118534678 240978402  73752556 365599244
 153413072  10378342 420658994  61259668  10589943 447671143  37576699
 177712632  39618235  30227555 241278252 469811436 476447122 104562464]",1612
Parkviertel,"[  1315569   5374964   6635876   7306430   6986690  10203492  10851701
   9055803  13262495   2633962  16715351  18700789  20486026  15686693
  26059823  25170137  27264649  27000163  28012192  28151563   6344185
  30029177  17929316   8639592    829048    920717  35400575  14358836
  36333400  35561335  34534523  30928824  26684108  39801582   3533659
  40922118   7492959   8736196  18456475  36364923  23686566  49562507
  21391780  32670094  50214277  50906247  50311596   6923662  10548938
  54011227  59325975  59917656   8847528   8792609  52747435  63745452
  63749755  34633661  24615557  72240858  74752664  79430806  71055664
  83114888  60180410  51049226  73899679 101503645 119416956 122037949
  45425132 311128821  37691529 128210044   2124971  17021170  89796240
  15724355  22429597 115076300 132302162  98791830  12837129  20713134
 137521866    490965 131410199 139491466  40717425 143152853 144028720
  79844130  16380310  14693512  84221770 145677064 118485732  74120918
  83494533  53153293 126642425  28299861 159609896 101658639  21148290
  42255515 161112400   2889960  22917118  93195176   8278753 162345707
  68182291  31160061     73158 169709556   5272092  28242404  14798453
 160037121 172967041 141882829 125821130 176227957 146188376  11736601
   6790148   9163019 197920736 198974220   9557708 206522893 208721377
  16914022 188821864 157549462  55871108 228105924   1647128  32980061
  12985714 223758739  46139071 255536908  43654774  21719222 260745009
  15409491 251708769  33369659  96167693 259711094 232136851 285013806
  88861479 185331428  99594118  22052996 303225708 216469474  98355091
  12090369  17624480 314116392 314251189 313543410 318475522 120494244
  52505576   2289162  18751198   9204964    903480   4812600  10062727
  74499481   6918365  37070340 350554381 349738937 333391300  79948380
 241731385   7630037  49699722 138310021  83495735 394239865   2560354
  20256026  58429157  95278835 414999334 210760043  83860413  66897086
   9471601  39405264 241278252 110796985  15826792  32811984 343958191
 414176430]",4963
PlÃ¤nterwald,"[ 37553259   2323887  41644608   5402365  11180297  80857479  85050799
  44826697   3213777 132051214 131022052  36428210  72471738  33882407
 157696761  92079406   3565918 192805504  19482579   2616371   2608382
 156568725 152021828  40449942  74729422  12280321  29115257 161114176
   3556172 109155992 359515665 373325915 373598277  41529545  97614090
   8701301 345363962  36690656   3415516  37913293]",431
Prenzlauer Berg Nord,"[   163384    425899    472567   4030461    443681   1575292   3051026
   5318765   6712655   6522168    424604   8248809   8275825    149093
  10681555  16838097  14204577  19493808  19847104  19570048    910606
   7946999  27405707   7526751  12407787   9104789  30194519   2767667
  16135990  30981168  24313826  34814249  33081599   2230957  26055312
  22425990  37675444  14378713  18386009  37892531    889931  39925692
  22312996  35801799   7447773    930361  44016520    952386  17139260
  45723329  49342944   2414122  49985632  51318915  17464606  12327546
  14687907  19431485  56159154  21794825  58760491  56013348    161221
  20646361  65746780  15627092  43325004  60449205  17988339  46602342
  16189128  17753734  10318665  37826459  35880089  64795600  84201862
  45061069  27992532 104553677  10764937  10914556 109446883   4585526
 115884978  30204274  12568617  59135557   2806304   6572385  34750962
 103469630 132482693  38629217   5275625 131458895   1425336 101673904
  20384673  21611073  21334511  56014099  66060971  34416697  17141231
  17801617  33769583 146867535 148759231 147307976  89290383   9459332
 155005411  26176881  41628025 150486946  24994804   9418733   3208719
  67746610   2854667 166423400  74750098    308290 173179141 119516424
  76906838  21370048 180758665 142649872 126602657   3550939 194909568
   5963032  45541229  94941366 199758744   6543031  51910388  16011290
 172232819  57540342 206153158 209466384 189483898  63262227  36034311
 214454662   2654327 121075504 223112527 226306598 148945283  24492738
  51568728 106130027  26143940 110171661  10300238 133511150 235847317
 174335327   8442490 111626590 247651074 177712443 208279113 260583792
  43917610 267863630 212774369  70620398  14664708 181678549 275087561
   3893392  19950137  67022569  17353533   3583682 300989160  68555431
 256588588   3392443 306979878 147338099 313097493  73997598 314991949
   6383152  98976337 319307720  42399854  48772258 296664812 316043293
 271235180   6834138 182558424  10870523 188642510 258711520 147499255
    908562 401090360  33819742 220021377 307582140 195013901  28393303
 236551352   1246817  16228053 175624696  24295500  24082778 425048944
 114197309 218559123   7333071 438513826 421979279   8744134 448039231
  45476236   8868576 122667527 451787033 441712774 199628631   5677022
  97982588  40575106 473599352 440554447]",10569
Prenzlauer Berg Nordwest,"[    55531     54283    312373    870376    246890   2557466   2662493
   3144062   3249789   2881484   3316798   3629279   1015808   3783747
   4280055   1186601   5425985   5723192   5847236   3123713   6853157
   1466063   3150448   9249475  10667620   4314868    892344  11176587
  10790770  12825084  10405516   5615855  17189352  17416287   4736382
  18547398    264020    493012   1655107  11163136  20307915  21633427
  21799639  22798067   1937653  14196096  12559165   3824998  23961923
  29016957  28035703  22428536  30198697  30269303  31772866  31213186
  33111430  10982427   3622827  36337433  20303443  36018750  37802104
   5280482  37763956  38483736   3920003   7739362  26241336   6587650
  19056851   9312341  36962507  40144621  40806462   7846233  40926379
  24757938   6199802   2557656  44320121  43763425  40392695  18959405
   5856324    977009  12895544  25037042  48651119  49886215  25993140
  51404370  19390913  51720664   9870087  56677332  20523028  58215670
  11045853  50997131  62495402 165564915  15901015  69016111  69230077
   2526738  73174907  75460170   3361808  45668745  16292914  42200198
  82105508  12639475  86139032  12073600  88856001  81804128   2368319
  19627594  41803487 101007308 103639447  45387947    282786 104274619
  34268809 107159538   1565883  12817769 109968614 111970749   5033357
   3380463 115933601  79430806 107664925  99493305  21738636 120398581
  18969970  21511310  88648824   5275593  98794441  53586404   7172137
 131795693  63036794  82299810   3313392 121835289  73562643   9548216
     12360   8553872 140685978 142225616  15778598   9010536  19019871
  38540228    768877  17802224  12297070 102643196 149831593 154053702
 154497701  41432446 157669475  29106006 127583632   4894210    677856
   1999307 165957729   1318886  51174259  21239559 169711882   9078683
  63839916  50368299 121431087  88512580  53693060 162206864  61478518
 185679076   5711292  86028287  49616494    727822 184337505 115884978
   2110326 195358017  74777299   7458512   6173350  62098133   4113622
   2444824  82927975 201075090  49602552  18457550   3408661 213890489
 212465284  39686450   2782144  46994432   8389055 207062664  74162849
    245517  14260967  51488425 155245530    151200  80214104  65025515
 139990695  19749092 232551293  40677262   7214537  41799582  29759015
  16108899 242063096  37196198 245921875 232381112  66314911 256594479
  12149952 169284713 156028691 262057253   7082632  76959766 268768440
    247559  40017792  93318439 278539159 277884734 281358765  22910816
 102896677  15527531 101059901 293095688  61252547   7085590   7729390
 297654213 297713585 150585572 271235180   6110838 300437853   2291789
  16681697  13555565  30396441 315282623   7156182 330152736 252720334
 334688580 337656755  14121803 338742183   3002549 150820338 121166234
 344229980    133204  86485873 344849821  51446835 359266357  31519625
 211464669 121707176 360471459  36845072  11253167 301457007 305012750
 355648449  14404358  46479799 141107828  63423885 367953412  50673065
  79048090 373588713   3330715   3951328 373596868  14624334  49850828
 115972625  26042405 373588585   5525131  11476464  85575902 392512441
  12751503 400259665 107923857  60842286  82440638  17901854  99044557
  25529479 229089748 412059489 122350615  45811217 108950241 338955815
 190260192  13092051 416414234 396649220 434245026 151492108 226020075
  47782303 172232819 170042953  44608261  38146062  26828229 368584437
 452666351 454108197   6597592  14499326   9733069 132577525 106502707
  37890074  16884630 291259294  21533570  11005682  10463206]",9241
Prenzlauer Berg Ost,"[   907038   1968246   3556585   4820099   7259553   7568569  10112731
  12024962  14791171  16504676  17605418  13653192  22557348  22947090
    456057  21051350   9415069  31154680  24536952   8229269  13498367
  17805595  40764363   2736502  41569616  27318209  12957719   7552025
   1594734  49986729  38271725  51396796  51910103  57864044  24831268
   1209369  61200675   6335539  66484573  72522890  73885088   8772759
  80069135  47941864  80729606  83638319  40631120  43608525  22638633
   2313377  93520150 100670500  26582259  38258692  92747660   8795631
 100464334  36762019  25189197 123392782   7769957   9208967  41264080
 135486083  10364889  18740832 138113329  28135941  32275664 141539959
 143133779  12314400 144848485  61147879   3950580  17926736  57888485
 128951135  91896761 151358145  10257128  43946838   5517298   9485239
   7198786 166241825  70986085 171608711  88512580  34801484   7572491
   3884988 173931235  26116258  35793860  12643175 190062232  21280081
  20113881 192455794 191218997 194268217 199967460  22426648  35542134
  81657547 229230204 210470412 210914922 210943950 148054076 196520970
 156748477 217899069   7805492  72313581 219387149 214598399 221486457
  56236881 224274594 226367313  22696185  12377060  19013388 172306339
 130207191 246141139  58435806  21115632   7347973   9942948  79100438
 264312475   5475298 230343847  33566105 273073817 279338745  35755179
  73588899  45316649  19396963 308497924  32036246  32438295 318945340
 106130027  55780190 173606747 117683050  16213956  42816969 306017686
 232691796 245287038 149847726  38643111 241598444  37404730 368303502
   5526138  39045654 380578851 228898318 123477504 154077755  20722094
 316272647  25787200 428414338 187605968  17679946 433918917  42355702
  37110146  22564544  36297547 235882921   7219940  61082403 464528274
 302885346   9363734 124580281]",6503
Prenzlauer Berg SÃ¼d,"[   179872   1554470   1968246   1560726    311022   1591761   1483789
   2769139    296424   1450795   4346302   4942666    333520   1500109
   6044297    603167   7711221    779623   4485640    281614   8826574
   9888768   9694209   2234446  10964483   6021865   4004368   5280504
  11958289  13769624  10004699  13174855  15415749  16451186  16702596
  16769493  16798259   7358781  18177117  18209068   1128671   2507776
  19592354   8601710    206108  12567171  13443952   4035721  25130250
  25229702  24860418   2118148  27344566   5043876  15802059  22250738
  25597731  32113760  32222299  34509021  31319706   1459571  35936948
   3947139  36338070  18275808    992812   1725729  35847715   6159547
  18673662  30846948  20798560   9023176  18672701  25429096   4715653
  44097204  44363182   3035951  44583899  45055089  45204224   7369609
  13917406  19263147  42154834  49068215   9026893    496754  45368929
  46708018  27490578  30298694  54238656  50198806  33256029   9384479
   2209550  58580360  10481226  25692164  45637295   5660590   6226529
    452231  19847514  15392096  74822680  75689890   4605778  76514831
  78562588  14334393  79469238  83104049  83308685  83541571   4921836
  84102243  85790304  85901073  14844856  89194980  31638796  17390437
   3011430  97630802  29779520  21049606  80286078   2654327    704463
   5185517  41363537  64166708   4267679  27546863    872322 124084499
  54202482 127970349    962264   2526970   3823364   1718393 140383163
  44679969 118780530    384365 141142060  56900314  52856310  36925537
 131016430  22673944  78670151   3389350 150388261 152139325   1365290
  23510007 153286671    661390 154077755  13391261  86088081  15132751
 159701548  21416410 154315544  57082778  61053385   7672003 120333038
  41906597 122885380 169885897 168128415  23279713 133712344 155722828
 168953934 169823261 146172450  22562959 172452402 174136994 172996111
 172232819   3280513   5627838 177318290  49331865 152688610 181143075
  11066413  17538910  31976361   2975930 185104416  64641410   1209356
 120193237  46573787  12237056 155105708 204210308   4393177   8752361
     12360 198200036  12387913   3432145 127058481 228058426 190957759
  59723489 230318099  33929884 229225507 232691796  38906678 162258655
 211673565 240803358   8585343  56107463   8769041  15082057  13651305
  20365772  50802586  10143476 143702110   2423835     48159 213674200
 258350902   1886199   4286833 262828785 264442117  39856088 269196922
  31420185 167881332 275222299  71810428 280606745 144217475  26797449
 259727701    161864 292185543   6273446 240489100  45924027 301474737
  45671942   7326651 304605514 306453284 294938232   7311494 312567618
  49845399  43368912  10169408   8884243   5730626 316048468   3498457
  34537843  25201612  18485423 254344351   2315135 108436788   4569811
   3885218 224487852 334462184  25315291 186208208  74871754  85312132
   3620643   2418716   5891250  63362619 350110475 339621955 357780881
  68746536 338272836 357562593 362092242  10192401 165971458 182558424
  58158119    286494  31350996 224800977   9682822 302502153 373588401
   4605871 226804910  20065239 385342429 392608800    246684   9181300
 395399094  10500249   5431184    892561   5379661   1594352  99476684
  14745055 251924140 345939593 230456475  15842311  32767221  33016004
 423844422 143745627 431977430 438513826  50661502 441059765  15710695
 423952400 177550516 457135181   7016457 273574156 468832479   9666099
  25544487 473045521  22989137  89387530  29160367 190994480 434485440
 445057675  15496982  16653709]",11904
