neighbourhood_cleansed,number_of_hosts,number_of_reviews
Ward 74,"[ 37534404  49533706   4330603  30492301 138908397   4221634   8786972
   4468950   4625439   7731329   3374257   3384207   5428414   5528437
   9534747  11294503  12111074  14710886  10190907 390606688  10463362
  19502772   4787793  19977663  10669644  16211719  20684236   6141159
  16608795   9162616  14146849  18026994  19122881  15603414  19366271
   2489897  17547767  21997903  22004594  23922363  22150859  22827368
  22949668  25592304  25640819  25676022  24471679  11381396  25102005
  23444927  24925693  26671815  24623305 369648182  27274412  30463101
  27634934  30690563   6143367  11057102  24489610  28199266  33634876
  33620690  28818865  33029954  31720043  29777195  32324307  28387291
  32662093  29716791  40198848  19046802  30537995  12040514   2533116
  41234512  41542754  33510467  38264815  38417885  44146901   8488689
  44342690  22556732  44971572  44991066  34118144  45369729  48251583
  34669708  48404615  45502747  44355843  28508762  48541239  27980265
  48781307  29575024  46357557     34842  47963831  46394624  14660993
  49276009  48038591  48041609  50996273  50102836  50572853  19675508
  14028528  48259728  10247327  55234734  55656003  38586908  51792208
  55496109  60868465  56186159  30696819  56475881  59558312  56674981
  61520705  44134454  61837337  32431820  33804494   7761103  57151520
  63758121  49010285  71608851  15555857  51913232  23709904  62421139
  74126244  69950962  69973974  25628630  67800421  19957743  75131649
  80312762  72707544  40691341  19407059  85268856  81076890  43556531
  51783783  82822566  87775911  83647087  15723342  91974565  12528232
  84476550  92405767  60213235   2266643  40766521  93251565   2262769
  48218846  92567266  94903417  97984537  87673492  13449438  48461013
 101062237 102199399 101247573  19607973   5208111  42924346  17107047
  24415162  58669351 100989784  94569108  42349345  63861422 102971940
  58297873 104141497 104341318  97912630  35982367  40590780  41156240
 105770003  40894241  91999940  24404396 100517701  88142287 108793425
  30347226 108872171 106230669 106246657  39610666 107852638 106465353
 109640222  75338301 110314553 110260704  79209158  44442650 108834570
 107614805 112384853  27202954  19727498  43649901  81790175 118666947
  45797282  52294516 109227653  20504423  56563365 102376432 123645786
  54456182  74084659  39943712  48303994 126404121   4722404   5345678
  57888670  43556687 128088970 124072118   4388755 133917584 125004985
  39267768  26392450   8831842  18160614 141300748   3836115  67006435
  70173990 139826156 105810341   4583550  69353552 152825475  28495162
  68644862  95086084 104626520 153353990  86030109  76294683  23014463
 125573291 105318182  47445376  40930359  59843074  20345815  12729704
  26529265 153613332 157367574   3513962  17500592   2889545 109639080
 157473698  73718984  54370763 160261635  28275114 126252107 163264574
 159601415 163715901 165646293 134193730 161604165 162361141 163380481
 152617284 151273688  58699863  61598708   4310681   4211998 181737594
  76537734  33897154 190451128   8830921  91947728 152687743 205994066
  62607928  47179157  25626817   6667897 210339616  79216013   6384520
 157519086 209660680  27228494 215143486 167628605 212934270 215665465
 129842094  41281278  43074709 167945042 103010267 222344480  24927329
 222042301 221985317   7417431  45352330 218008817 223982445 224793152
  87128038 220337553  34092260 224285478 225405800  35481963 124919945
  24885451  14895758  93739532 230127984  11140529 232498657  72977869
  40418032 223128830 110490227  80209900 235848536  88209536   4100300
 231718781 235174320  98250305 113436573  61285159  50419138 240460724
  28487472  56308742 209847399  11683243  39433239  80847296  90838001
   6578055  19325496  86181353 249182024  87007180 257296820  26720281
 261270675     25286 271273374  68270330  44889437   6269301  11779495
  62389912 218712212 275235536 276472174 265511280 108451076 459509729
 235178136 261173540 147176180 141577842 174207016 113853384 174879076
 298814638  29362745 296970483  22190807 273600245 305221145   6037709
 305631563  44230899 125721324  62894497 304459611 112922535 309458733
 251166827 308282083 290273218 271947431 312174225  47091177  37440646
 166527490 313579087 237555544 319913260   2098559 161221056 300801927
  98037845 127296180 325237919 121708494 302881175 341413175 157816764
 217330596  35236663 135463492 144235662  21320108  20602565  27101965
 214562773 220876358  11995423 150536086 212462743 142565006  68777309
   8547867  51787289 216908930  59860199 144749542  10477856  13217735
 101775614  12168773 125583875  22272596 166707395 108583627 112191297
 378318559  30027567 378562059 173148798  67013506 381309673 379920219
   5430947  53257929 150820355  93700302   6197538  14035161 219115816
 386444854 113413308  32371646 106348088 246586934 394394107   8611906
 172143713 384097265  30263859 420641366 414871615   6594564 363579214
 114040163 422839971   8301187  50259587  22068997    689326 428921005
  52311391  10923764 124203983  18129246 167898625    826317  28005651
 430622487 257549504 432300867  20600730  32856677 223663899  91623903
  50345034  55524837 125101249 261578430 436097948  65935743  31642377
 155201200  57237470  52068225  92095401  50383607 431385396 109284574
 397783015 441715730  99401956 287845786  51593929  94777378 202648696
 277968961 261535066   2734775 218546857 123002666 167486142 317514533
 124216700    115874  16940037  74267858  19995282 409914758    497517
 132431173 233252385 454514945 137297403 455650297  67712437  20081561
 140978232  61078499 450528538  12362751 111875709 462372097  79603615
 399086083 463660029 277896921  69379149 111766755 465688335 305024004
  25122328 173167499 130123818 374507302  57412165 152727894  56974371
 198265968  17493137   5151781 469581923  45540167   3705629 463022289
  21109435 134694532 476209462  23326061  11791027 478657906 129295674
   7276640 246742133 159462751 111717821]",14701
Ward 75,[ 29729443 295567835 325494119],1
Ward 76,[316647711],1
Ward 77,"[    73764    539579    579839    615652   1513113   2181940   4065747
   4094560   4136097    914135   4173981   2534542   4397998   5676433
    863983    227103   2523680   9421088   9478902  10756575   1141317
   9433430   7447391  11350367  10074617  10251402  11860162   9599348
  14145746   6629728   6077036  10525326  15276935  12507655  11675150
  12628434  19514589  19591933  19845434  12825402  12576978    882705
  15848696   8104261   5805928  13526718  16754706  16938924  18009416
  14006154  21309593  21400342   9424626  21435503  20504329  18531504
  23813774  22763965  22794428  23934976  22804596   3414028  23454186
  22844202 202970705  22360096   8846897   3216182  24347137  22687466
  25529358  24391617  19856329  24355791  23114688  81928655  10045635
  24827597  24832083  26217536  14439315  24835000  18664350  19096995
  24958318  24817710  26724716   2561591  25130659  23686786  23735484
   3007236  25449802  24798737  27573758  30450857  25046401  30591169
  33013637  10838424  28166129  33258471  30950109  33340072  12361034
  23279409  32648572  10004288  31228488  31260096  34170435  29902580
  31397645  28795455  30949548  31575715  11009366  24686713  24522130
   4267210  26342311  35370555  35877394  15535180  32566126  20027499
  24534682  40343152  43230280   5198269  11499935  41136356  43641726
  36434348   3342791   8845544  31504260  31069365  39001809  44271841
  38630910  42480377  27893621  42506608  42612703  24176562  21041873
  39818463  31409587   1492459  44811356   7971836  45082145  48161383
   7539043  48312048   1577502  10400679  42474320  12932712  48513241
  33958474  47162248 160410418  47310006  45894001  13286229  45980626
  28575450  42808460  29800892  43483294  49068308  47895336  21378122
  18247615  46529844  42763478  49317318  46301748   7603735  49701373
  49706415  49745909  50904051  77379138  10537986  51047337  50456003
  50164327  53779477  51605125  23144554  53823671  12729704  16268194
  52181192  10585116  50385449  20771653  50515076  54367268  49751791
  27029944  21376980  54700488   3508093  23887383  47613578  61391209
  58206629  63325804  26158328  56487907  49782626  61893550  21109435
  59323714  54368657  63930434  65009697   2516345   1646708  15339182
  67624490  61178921  67870855  13932761   4706626  74257867  40417571
  85440064  81915170  47086103  11230292  86654924  10305956  91781378
  45646772  83920446   9450958  72642695  46909099  92814643  93246628
  59629492  13056805  14162914  93825823  30429962  89719765  24358055
  17356977  47042255  26657184  42695337 100051151  92960403  56264060
  10116675 100718578 123645786  31282402  22053267  99193400   8725322
    654987  37310193  71238251 102873574  12198212 103010169  91428883
  23880836  16316334 105438739  28327189  59947636 104777926 105810341
 104906999 106913900   7445427  57370485  22330690  19796479  42207358
  95997655 106361967 107761193 106395398 107892288 109414439 109423767
 107902826 106483270 110121914 108451076  22638042   5903731  50379976
 111549002  56019514  46234685  17203604  13522513  54577723 115647120
  99991252  34889264 116972560  24213753  85231652 121005274 106265814
  82652504   1691215 124711892 119959979  53394882 121999558  75424086
  10101163 129393145  27569800   4193012 129994380  33435986  65104368
  64149165  95317873  73317886   4960217 112087401 144757297 144919373
 141538525  33343665  74335023 137468683 146248685 147166948 130365134
 119722833  24115741 136896501  75065688  29198657 147192718 109018013
   4893097  22799142    156196   2076419  44803190  90072532  23276018
 158543709 158659236  62737847  59321786  92172288 156519525  37236124
  28217564  16435190 156777271   6269301 159164018  16991528  67690518
 135333601  63848518 160463121  57218252 100670987  65792314  12954568
  23680947  32816379  94035445 162496583    322885  51201039  17248830
   8108425 168284462  66311404 123624324  10100245 161242545   5249039
  27075534  45131966   6816037 181396396 120332307 137429445  87425363
 179294142 182466975  26101435 185528104  56745697  54852127  95082732
   6594357  12015240  26569731   7150410 191049586    313049 196618960
 200990550 188985555  51784962  43112196  81473108  16572096 185884086
   3508436   9324967  14736986   6466142  31722828 117723647  90403292
  37209883  53419956  22746787  49190523  14067163   6537160 215532694
  77634767 219627382 123002666  42447299  16757883 109480546 219394394
   1116621 105996964  42382509 149214709 224640004 224764302   2998342
 193903604  37304885  34126006 225246944  91295967 228210141  44526139
 188654390  61804063  44556311  49860510  19089129  15794970 161673908
 130691636 231910134  20916372  51768281 232192283 230605230  51410265
 103952419 226935111 101914113 121414306 243126943  80071570 240117888
  22391943 241192463  10214696 200091605  21387205  16077349 231225516
  25532983 254853894  67048969 251245325 189034777 230664151  50841989
 257536221 137267060  44243236 232566729  66851286  24471297 257734440
     69912   9298023   9496372  50627461  63913723 269956207 131300837
 245346971 204953741    255784 285712542 150537918 282460362 145137565
 283646690  10557298  70949967  16487719 296544684  78757643  22666246
  41886165  52311391 304479805 302869262 301193958 204690321  97732197
 303056102 223703266 305084515 303380037  52861955 302490930 307127876
  19745781  31291093  44822248 309214571 156980489  99030238  44726877
 115303784 281646889 202039171  28401497 308879053  45215766  47200658
 115360418  40121822  53854726  70013566 316825959  46548180 320837395
 317125050   4304437 314686456  86297993 322492178  42783917  46121163
 327711184   7460866  78910968  53461809  16498964 231817650  28353278
 326406625 330147899  45463568   8225152  63346096 327653853 339703331
 341198982 180921347 129029680 394654629 191810930   9205991  32824277
 358238184 369636918  22575586  54575074 368111548 368408866 372620857
 369791906  14120131  23440435 373518805 373346583  66716024    735733
 261535066  80019807   1240873   9397041  83166950 366694158  40081368
  22580657 376138511  20602565 341970398 100763965 119402928  58656747
   2349400  61768961 101710697 150233810 311353480  10484689  67175103
 381193955 170302068 383581903   2330092   4639475    420124 389332076
 102737010    863675  30840956   6332395 252748378 112431533 163380481
  20504472 154279041  97578441  99239533 392060969   6158570  32548663
 264888170 405795543 370832794 407253256  31388374   1798355   1491340
 314983351  17490942 414032349 123556703 107682937  40510945 135183716
 394106050  44141402 416137762  40840940 325201037  23939008  64291502
  41925545  25886574  90589020  31335171 359241796 166525517  36548161
 428218646  19564189 105793202 428287766  26000780  33186916  17182950
 159755640  75538006 103584837  83930302 430772825  21602509   6632489
  24502994  67869232  24966674  26063381  26247640 434058709  24135945
  26212807 388983860   4310681  19489828 435085647  12141679 433262417
 433280225 434206028   7070350  10628663   7304467 159111803 102945269
 189159760 298285531   1849649 115284817  22515904 105016117  20355974
  16139238 430172123  39336836 437170409 441420378 441304091  48303994
 389150763  33175780 367035070 443280518 442183827  93681737 383426943
   3886732  24534806 255727382   3306745  18633453 448188128 359135955
 123870861 449810917    321635 126901646  78223007 123584615  45197993
  87234125 453916973   2701232 131129443  50471625 167370635 326149794
   6660214   1998937  40211065 460011177   1184184 170055841 458017920
 425581079  42920918 460657153 460856505 434473305  47972596 403603800
 394103065  14580843  63202371   6719860 464698458 460895690  42299783
   7366608  24355614  38417885   7924934  19773403 466559219  77513634
 468282477  48678119 301425201 133439039  86057419 449840253 218069615
 470607486  28330835 109103113 298538408 197618016 471059951  12379332
 472354407 471828156 437836003 399148700 185308070  65747649  59746317
 472149935 474078933     58601 204242965  24399031 153472499  56297321
 308929372 383769769 477492608 478132483 372433152 328434882 479159678
  17449585   8721830  34333435 185754568  29649832  21014828 479455183
 479459637  21180869  13116544  29575024]",30099
Ward 78,[462469486 469243933],4
Ward 8,"[ 53822179  50721384  35792196 108142591 119485874 129346549 122790011
 105289020 149205429 153915141  66701383 120580859 193912525 204170408
 110094950 189455291 179798142 232952693 100770747 164486261 239058065
 249691210 258404647 225995454 241811140 267499190 152474466 288454819
 298083433 300312523 309686163 314235874 317292001 364650677 121449077
 382265987 391358873   9753037 440998132 109770360 267681745 179104091
 153523987]",560
Ward 81,[295604213],0
Ward 82,[ 84259944 238061276 280549947 302461216 308717025],1
Ward 83,"[ 62520479  56778525 395741876  69133485  12929887 464467101  76071080
  69188227  62098013 113159577 149682356 152158661  25877468  23918145
  30791061  36189831  36634836  29047749  39987766  45339751  45790621
  49234387  61768961  59152061  62927056  68181174  30573268  67360629
  71640838  65064181  92296261  92428885  45269082  48036481  95410509
 127663411  26150630 100142728  32577782  99470878 103932632 174119213
 108809084 106104873  97217436 118195454  97990334 110439038 129112930
  46620694 116644870 141565262 146021828 150064975 154554775  51281509
 163146175 161790361     89294 160977785 100389436 167773264 171491105
  92291784 168875975 183498898 181944808  72348549 202330334 178691270
 143858613 214435702 237386930 218745622 218902479 223163124 176379374
 171091345 224808375 228192337 225719830  78300241 120477201 223280003
 207965840 231583004 118478971  63316259 238199478 241023356 250224854
 251272438  82026431 141538525 143573548 122499920 157877596  68601955
  57622562  57596172 180153268 304543961 189177215 305436223 301691634
 309267635  64879131 145908956 316453236 314421226 317602838 318804570
 107112876 307123061   9394705 231377877 331088746 267081081 341054636
 342043802 345227935 128880100 301638234   6873023 272008989 119770441
 300274706 376719619 326943818 292099579 375994762 217605782 381177339
  87107098 318468631 390188508 392947900 395500795 196359204  30855089
 115441860 419904934 415275190 137359617 243251956 154279041 141456493
  44995326 427628122 427804074 396436742 218741064 167350648 340590188
 432022485  62092473 432590801   2467055 434334183  25127516 188134061
 210488857 121449077   3961453  19406327 429359972 174332512  18741094
 308667993  13702728 449034550 450594717 448421515 312507560 213578314
 452886144 204385960 454964774 439986841 464076189  33211864 465814950
 293865645  72900530 159550091 476613825 275246097 102229991 475746508
 434249874  51646980 475262092 240867758 253880705 159282113  36973860
 228055805  38217812]",3276
Ward 84,"[446286286 215894518 113526958  82980047 269189440  75536421 271206986
     76971    689156 288021697 146001684  98554302  57907118   4171143
   4606756  24610405  23330690  25094185  28504636  31385166  34602880
  36438288  36837642  43325820  39778412  48635499  48826921  46372043
  49154421   8079179  49874726  21628792  12528264  42166754  62120819
  53390421  43473323  27821872  73887467  63875106  22439191  72812606
  65098802  91240203  82468461  34123625  47006160  87414667  50277668
  25832264  83913337  98740358  99583629  30886514 104362243 103207263
 103292512 107457066 106379690 111742289 117575774 118088698  88363730
 125279398  91626788  21599452  48722254 123373814 132975397 143871490
  46516891 139820260 136213179  46529683  29580450 150259013  70949967
 153350768 108797815  48786459   1128633 102316618 155750825 157352100
 156159053  47127959  60578399  79253719 170169627  53392800 168867272
  65562319  39789364  42606697 168338917 188521599 186624925 193805356
 192048466 206376977 203971544  78421281  32200748  75947753 207684425
  28405755 219587971 218445607 218727264 226168042 224800544  22571028
 226838858  97215632  23233489 231093305 236124797 110118030 246520777
 241289913 184774364  62492336  48875521 266138887 234476318  63041358
 234683464  63047539  35535428 278507570 117225525  20516451 298476320
  60697785 126457098 296557103 156751646 258176596 116565912 195806371
 274826035  26364632  73353785 305276161 192490084 276862942 325819172
 322785733 327093011 340317816 341383297 228397862  29251010  55994975
  73020335 373118665  17683979 373584238  80528462  77238551 151075342
 112922535  29437557 398255067 407979270  42183166 160598295 422827133
  72729484 195156622 155131283 429038574  80408199 432272731 302509164
 432457154  62758062 432824139 369519969  32451701 432814357 106520301
 436797814 440806100 443955245 341986280  46910470  60887218  50347442
 206481330  34086585 451467495 267376134 457090234 457407755 460852384
  15782132  83239403 210297274  93582052   8918775 180283736 424311316
 173984601 236100333 454428424 136060506 214072722 479298458  71307081
 418095118 103263683   5939366  25923605  10249297]",3420
Ward 85,"[389789096 437614758 192075905  51593929 382103071 395741876 105738000
 124107106 125120333    857523 373829723  30338163  27302846  22272742
  42512782  66030766  67345181  62520479  73729610  94384646  29047749
  49150715 129037843   7610201 141275349 142000949  86052304 101936894
 153610960 158175741  28252759 273170955 220771898 220964509 189967945
 190087056  30471225 117276366 261140638 267243932 150700106  98960722
 182124327 310157943 309098093 304189260 341205519 334866578 226430551
 196419654 160199564  77110162 396459733 407802713 419024501 414210729
 414679302 354748388  71598273 154279041 426522951 265840760 432016142
   8580898 147155685 155131772 457636060 375962271 421690957 472673862
 478923379 477665304   7549155 313066104]",788
Ward 86,"[302518736  98359894 303838884 318922588 414679302 354748388  12633536
  29715341  54001310  50557542  63316259  67912968  86450056  33179107
 137502475  54087653  21329771 160711215 228226258  40090199 295672694
 299429118 312908169 246757584 368067220 419732335  31085170 305812294
 420813501 180899286 136888429 159864709 154279041  81432697     87439]",309
Ward 9,"[ 95738778 113961413 201265456 236752067 256590873 236908107 378101507
 391800740 248689778 460156921]",96
Ward 91,[91520569 86025018],1
Ward 92,[ 63035688 227960584 373402433 371066709 438007374],5
Ward 93,[192471163],8
Ward 94,[ 11007114 138475557 159048382 272606746 312496668 189225897],42
Ward 95,[278123969],0
Ward 96,[ 48134664 305661682],1
